25033,01,02,08,10,33,10,12
25034,04,15,22,28,33,06,08
25035,22,25,28,29,30,04,08
25036,04,07,13,27,30,02,06
25037,05,20,23,27,31,04,06
25038,07,08,20,26,34,08,09
25039,03,07,14,15,19,06,10
25040,02,08,16,31,32,04,12
25041,03,04,21,22,27,05,11
25042,06,08,11,18,20,05,11
25043,03,16,20,21,27,09,11
25044,15,17,21,22,26,02,08
25045,08,11,21,23,27,03,08
25046,04,10,15,20,34,04,07
25047,03,10,11,12,21,02,03
25048,02,06,17,23,35,06,11
25049,09,20,22,29,34,03,08
25050,15,18,20,21,34,04,10
25051,02,04,13,29,31,05,12
25052,02,04,11,29,30,02,08
25053,14,23,29,30,33,06,12
25054,03,12,16,21,29,01,02
25055,08,10,25,29,30,01,02
25056,12,15,28,29,32,08,11
25057,09,10,11,12,29,01,10
25058,06,11,15,21,23,01,07
25059,03,09,10,11,26,01,02
25060,12,14,19,33,34,01,07
25061,02,11,16,23,28,05,10
25062,14,20,27,28,29,06,10
25063,05,18,26,29,32,07,10
25064,05,10,18,20,34,01,08
25065,07,25,32,33,35,04,09
25066,15,18,27,28,34,03,06
25067,06,10,12,21,22,01,06
25068,01,04,17,20,22,04,10
25069,04,06,07,33,34,09,10
25070,08,09,15,20,22,04,12
25071,01,08,25,31,33,05,11
25072,04,07,15,24,29,01,04
25073,01,04,17,33,34,03,09
25074,02,11,15,18,21,05,10
25075,08,12,16,19,35,06,09
25076,11,18,22,25,29,04,12
25077,12,14,16,19,28,01,04
25078,07,10,15,21,24,05,06
25079,02,14,32,34,35,05,11
25080,09,10,18,22,24,03,12
25081,01,04,06,15,18,02,03
25082,02,03,04,12,26,01,08
25083,12,17,18,20,34,02,05
25084,09,11,13,18,29,04,11
25085,02,05,09,14,33,04,09
25086,02,06,23,24,33,01,10
25087,05,13,14,16,20,03,08
25088,08,09,10,11,35,05,11
25089,02,11,12,32,34,03,10
25090,06,14,19,22,27,01,04
25091,01,19,22,25,27,03,10
25092,04,10,17,25,32,05,07
25093,01,07,09,16,30,02,05
25094,04,09,17,30,33,05,09
25095,07,13,14,19,27,06,10
25096,02,11,17,22,24,07,09
25097,05,24,25,32,34,01,09
25098,01,07,09,10,23,10,12
25099,06,12,20,26,31,02,04
25100,26,28,32,34,35,02,07
25101,05,07,19,26,32,08,09
25102,09,10,13,26,28,02,04
25103,05,08,19,32,34,04,05
25104,02,06,09,22,34,02,08
25105,15,16,25,28,34,10,12
25106,05,06,11,26,29,05,10
25107,05,07,08,15,33,06,10
25108,14,18,21,24,29,03,06
25109,04,08,10,13,26,09,10
25110,01,15,22,30,31,02,08
25111,02,09,14,21,26,02,12
25112,03,04,21,23,24,09,12
25113,01,14,18,28,35,02,03
25114,03,08,09,12,16,01,05
25115,03,12,14,21,35,01,05
25116,02,06,16,22,29,08,12
25117,05,10,18,21,29,05,07
25118,02,08,09,12,21,04,05
25119,08,15,27,29,31,01,07
25120,11,13,22,26,35,02,08
25121,02,03,08,13,21,07,12
25122,02,03,06,16,17,04,05
25123,08,13,24,25,31,04,10
25124,06,09,14,26,27,08,09
25125,10,11,13,19,35,04,11
25126,01,08,18,27,30,06,07
25127,04,05,19,28,29,05,08
25128,03,06,26,30,33,11,12
25129,03,09,14,28,35,02,04
25130,01,13,16,27,29,02,11
25131,03,08,25,29,32,09,12
25132,01,09,10,12,19,06,07
25133,04,11,23,27,35,07,11
25134,07,12,18,27,33,09,10
25135,02,10,16,28,32,01,07
25136,07,11,15,16,23,09,11
25137,07,08,09,11,22,05,11
25138,01,03,19,21,23,07,11
25139,08,18,22,30,35,01,04
25140,04,05,13,18,34,02,08
25141,04,09,24,28,29,02,10
25142,09,10,14,27,29,02,09
25143,03,04,18,24,29,07,12
25144,02,05,13,15,28,05,08
25145,05,07,20,22,25,04,05
25146,06,11,13,16,22,02,03
25147,06,16,21,25,33,07,08
25148,03,04,14,30,32,08,12
25149,24,26,30,31,32,05,12
25150,13,14,15,28,31,01,05
26001,07,09,23,27,32,02,08
26002,04,08,15,20,31,07,08
26003,02,09,11,15,16,02,04
26004,05,18,23,25,32,05,09
26005,02,04,16,23,35,06,11
26006,05,12,18,23,35,06,12
26007,01,03,13,20,26,03,10
26008,03,06,17,21,33,05,11
26009,05,12,13,14,33,05,08
26010,02,03,13,18,26,02,09
26011,14,21,23,29,33,02,10
26012,01,02,09,22,25,01,06
26013,03,05,06,23,26,01,04
26014,16,18,23,34,35,01,06
26015,01,04,10,13,17,03,11
